accuracy,loss,val_accuracy,val_loss
0.08623087406158447,825.2964477539062,0.15000000596046448,151.2628631591797
0.17107093334197998,76.20437622070312,0.07500000298023224,47.342681884765625
0.18219749629497528,38.138450622558594,0.125,36.654964447021484
0.22531293332576752,27.378740310668945,0.08749999850988388,27.35602378845215
0.2294853925704956,22.73160171508789,0.23749999701976776,27.75421142578125
0.21696801483631134,31.021068572998047,0.125,37.94428253173828
0.24895688891410828,35.62491226196289,0.20000000298023224,42.086788177490234
0.2698192000389099,25.74117088317871,0.13750000298023224,26.773746490478516
0.25312933325767517,25.87373161315918,0.25,23.395639419555664
0.2851182222366333,23.756418228149414,0.26249998807907104,16.04181480407715
0.30598053336143494,21.69174575805664,0.21250000596046448,22.181943893432617
0.29763561487197876,22.72918701171875,0.1875,45.96031188964844
0.26564672589302063,29.73487663269043,0.23749999701976776,25.184900283813477
0.3115438222885132,23.457242965698242,0.20000000298023224,24.891681671142578
0.28650903701782227,22.485219955444336,0.26249998807907104,26.782501220703125
0.30876216292381287,17.59348487854004,0.26249998807907104,22.763919830322266
0.3115438222885132,21.920724868774414,0.26249998807907104,14.195610046386719
0.3296244740486145,20.672527313232422,0.23749999701976776,27.656713485717773
0.30598053336143494,19.57694435119629,0.25,19.073524475097656
0.30876216292381287,16.454133987426758,0.30000001192092896,16.96686553955078
0.30458971858024597,19.779855728149414,0.21250000596046448,27.52019691467285
0.3268428444862366,16.672117233276367,0.3125,14.450658798217773
0.3379693925380707,16.191816329956055,0.21250000596046448,22.89013671875
0.37969401478767395,14.055917739868164,0.2874999940395355,21.608592987060547
0.34214186668395996,16.910369873046875,0.23749999701976776,24.61435317993164
0.3324061334133148,17.531530380249023,0.3125,15.744723320007324
0.3490959703922272,14.202465057373047,0.32499998807907104,17.137725830078125
0.3880389332771301,10.413556098937988,0.3375000059604645,20.608158111572266
0.39777469635009766,13.094035148620605,0.2750000059604645,17.662174224853516
0.36439499258995056,15.420952796936035,0.3125,11.873147964477539
0.3226703703403473,19.099790573120117,0.22499999403953552,28.523571014404297
0.3296244740486145,22.78398323059082,0.23749999701976776,24.802642822265625
0.3449234962463379,18.171245574951172,0.36250001192092896,15.795443534851074
0.33936023712158203,15.225314140319824,0.22499999403953552,20.70501708984375
0.32406118512153625,16.608518600463867,0.30000001192092896,21.568689346313477
0.3477051556110382,18.400110244750977,0.17499999701976776,18.748559951782227
0.32823365926742554,16.217832565307617,0.2750000059604645,18.000507354736328
0.3963838517665863,9.442351341247559,0.2750000059604645,13.577558517456055
0.3963838517665863,9.564199447631836,0.36250001192092896,12.575311660766602
0.36439499258995056,14.196574211120605,0.25,14.422571182250977
0.3337969481945038,19.62404441833496,0.2750000059604645,34.407066345214844
0.3699582815170288,15.546958923339844,0.3375000059604645,15.118685722351074
0.36856746673583984,10.988815307617188,0.2750000059604645,9.353541374206543
0.3810848295688629,11.653284072875977,0.25,19.701705932617188
0.3810848295688629,12.524635314941406,0.32499998807907104,9.061888694763184
0.3880389332771301,8.809880256652832,0.3125,10.059257507324219
0.40890124440193176,9.914108276367188,0.26249998807907104,15.1337890625
0.3518775999546051,11.50867748260498,0.36250001192092896,13.486163139343262
0.3810848295688629,11.345451354980469,0.36250001192092896,9.247387886047363
0.40194714069366455,8.697554588317871,0.26249998807907104,17.57156753540039
